Wall time,Step,Value
1570127565.2785153,64521,1.0
1570127566.6495156,64523,1.0
1570127690.5885155,64687,1.0
1570127839.7525156,64889,1.0
1570127917.5095155,64989,1.0
1570127925.4055154,65000,1.0
1570127965.1225154,65054,1.0
1570128122.2895155,65245,1.0
1570128145.7875154,65274,1.0
1570128160.8295155,65292,1.0
1570128203.5895154,65350,1.0
1570128220.8975155,65375,1.0
1570128282.4605155,65450,1.0
1570128302.7465155,65481,1.0
1570128342.2975156,65527,1.0
1570128398.4885156,65601,1.0
1570128430.1335156,65643,1.0
1570128475.5995154,65709,1.0
1570128543.7175155,65796,1.0
1570128625.9315155,65907,1.0
1570128654.2105155,65948,1.0
1570128726.1055155,66040,1.0
1570128732.4555154,66049,1.0
1570128933.5335155,66298,1.0
1570129110.0615156,66534,1.0
1570129192.1715155,66647,1.0
1570129295.4935155,66787,1.0
1570129414.1945155,66948,1.0
1570129436.9255154,66976,1.0
1570129470.5355153,67021,1.0
1570129799.5515153,67440,1.0
1570129823.3895156,67474,1.0
1570129854.7435155,67513,1.0
1570130007.2545154,67711,1.0
1570130279.3755155,68075,1.0
1570130436.4495156,68263,1.0
1570130436.9575155,68264,1.0
1570130448.8895156,68281,1.0
1570130495.3335154,68340,1.0
1570130522.0945156,68378,1.0
1570130561.3415155,68429,1.0
1570130626.0615156,68512,1.0
1570130686.4315155,68590,1.0
1570130764.1255155,68691,1.0
1570130862.3305154,68814,1.0
1570130951.8635154,68929,1.0
1570130994.0385156,68988,1.0
1570131134.6275153,69171,1.0
1570131135.4325156,69172,1.0
1570131144.1535156,69185,1.0
1570131269.5335155,69326,1.0
1570131308.1175156,69376,1.0
1570131368.8965156,69455,1.0
1570131385.9705155,69476,1.0
1570131490.4975154,69621,1.0
1570131523.0025156,69662,1.0
1570131541.3905156,69689,1.0
1570131563.6165156,69719,1.0
1570131619.6475153,69798,1.0
1570131704.9475155,69915,1.0
1570132138.4905155,70458,1.0
1570132141.4385154,70462,1.0
1570132158.1185155,70486,1.0
1570132163.2205155,70493,1.0
1570132190.5745153,70529,1.0
1570132234.8215156,70580,1.0
1570132292.7465155,70656,1.0
1570132488.7215154,70915,1.0
1570132550.2425156,70996,1.0
1570132773.4155154,71272,1.0
1570132808.2745154,71314,1.0
1570132899.9145155,71428,1.0
1570133000.9985154,71554,1.0
1570133021.2945154,71580,1.0
1570133111.6263015,71696,1.0
1570133170.532755,71769,1.0
1570133237.7782936,71850,1.0
1570133282.898664,71906,1.0
1570133297.8658664,71926,1.0
1570133322.641278,71957,1.0
1570133338.8204615,71979,1.0
1570133365.3258739,72012,1.0
1570133384.404644,72037,1.0
1570133387.0761123,72040,1.0
1570133502.097446,72197,1.0
1570133568.530697,72275,1.0
1570133586.8414702,72296,1.0
1570133588.1661901,72297,1.0
1570133589.76827,72299,1.0
1570133672.1725364,72401,1.0
1570133674.3736362,72404,1.0
1570133703.2970908,72444,1.0
1570133791.737289,72558,1.0
1570133927.401087,72723,1.0
1570134045.1434338,72873,1.0
1570134101.6397307,72948,1.0
