Wall time,Step,Value
1570134148.0040016,73009,1.0
1570134282.9997091,73179,1.0
1570134408.4112492,73318,1.0
1570134756.1470191,73748,1.0
1570134778.7592802,73779,1.0
1570134788.0372078,73789,1.0
1570134792.1526196,73794,1.0
1570134831.011505,73841,1.0
1570134868.0532086,73893,1.0
1570134873.695773,73901,1.0
1570134892.9677,73924,1.0
1570134957.6411667,74011,1.0
1570135104.449846,74187,1.0
1570135109.5583568,74194,1.0
1570135291.7325723,74404,1.0
1570135660.4004354,74865,1.0
1570135685.5329485,74901,1.0
1570135762.1026049,75000,1.0
1570135870.9534886,75140,1.0
1570135895.7219653,75171,1.0
1570136135.6179526,75443,1.0
1570136156.0279934,75469,1.0
1570136172.9996903,75487,1.0
1570136234.2898185,75567,1.0
1570136284.8518744,75629,1.0
1570136337.7551641,75697,1.0
1570136522.5106378,75928,1.0
1570136523.9027772,75930,1.0
1570136553.5617425,75968,1.0
1570136620.9484808,76056,1.0
1570136635.6909547,76076,1.0
1570136652.7426598,76099,1.0
1570136742.8246672,76218,1.0
1570136929.690352,76431,1.0
1570136972.3816204,76482,1.0
1570137082.946676,76626,1.0
1570137122.9266734,76673,1.0
1570137149.365317,76705,1.0
1570137215.741954,76790,1.0
1570137307.0290818,76906,1.0
1570137312.5426333,76913,1.0
1570137320.9784768,76924,1.0
1570137434.584836,77073,1.0
1570137530.682445,77198,1.0
1570137630.313407,77324,1.0
1570137707.570132,77402,1.0
1570137758.0971842,77460,1.0
1570137817.4281168,77530,1.0
1570137906.6950426,77643,1.0
1570138036.58303,77802,1.0
1570138071.3205032,77845,1.0
1570138117.49112,77901,1.0
1570138270.9744668,78093,1.0
1570138304.738843,78135,1.0
1570138362.985667,78208,1.0
1570138410.3424022,78265,1.0
1570138843.4377074,78775,1.0
1570138896.047968,78843,1.0
1570138958.8482473,78920,1.0
1570138969.726335,78934,1.0
1570138984.0417664,78953,1.0
1570139002.8816502,78973,1.0
1570139030.4084027,79005,1.0
1570139121.3524961,79116,1.0
1570139289.3142908,79309,1.0
1570139349.402299,79378,1.0
1570139391.4265008,79418,1.0
1570139550.1593726,79597,1.0
1570139568.6702235,79620,1.0
1570139628.5982156,79696,1.0
1570139721.8645413,79812,1.0
1570139742.8996446,79837,1.0
1570139850.6934228,79968,1.0
1570139855.6849222,79975,1.0
1570139873.285682,79998,1.0
1570139899.9653497,80031,1.0
1570139903.018655,80035,1.0
1570139952.6206148,80100,1.0
1570140002.641616,80165,1.0
1570140144.3077815,80351,1.0
1570140174.3957899,80390,1.0
1570140185.7799282,80406,1.0
1570140350.085357,80550,1.0
1570140373.1526635,80576,1.0
1570140408.782226,80613,1.0
1570140439.4722948,80649,1.0
1570140541.5264993,80771,1.0
1570140588.9762437,80826,1.0
1570140624.829829,80865,1.0
1570140626.280974,80867,1.0
1570140692.5726023,80946,1.0
1570140736.2249672,80996,1.0
1570140752.996644,81015,1.0
1570140844.625806,81117,1.0
1570141126.1349542,81381,1.0
1570141246.532993,81494,1.0
1570141279.869326,81529,1.0
1570141355.9589345,81617,1.0
1570141510.7454116,81779,1.0
1570141699.079243,81952,1.0
1570141838.5681906,82080,1.0
1570142058.2251542,82250,1.0
1570142223.050635,82408,1.0
1570142246.1569455,82431,1.0
1570142305.290858,82487,1.0
1570142342.8666153,82526,1.0
1570142473.8447118,82648,1.0
1570142525.6868956,82689,1.0
1570142580.5203784,82736,1.0
1570142617.569083,82770,1.0
1570142690.4433694,82831,1.0
1570142711.4824731,82849,1.0
1570142728.542179,82863,1.0
1570142825.431867,82924,1.0
1570142990.287351,83075,1.0
1570143050.7613978,83127,1.0
1570143201.8165019,83267,1.0
1570143343.2396426,83398,1.0
1570143469.4222598,83510,1.0
1570143790.128327,83762,1.0
1570143969.1312256,83923,1.0
1570143998.5031624,83946,1.0
1570144029.8712988,83971,1.0
1570144247.1770272,84165,1.0
1570144266.385948,84180,1.0
1570144284.2987392,84197,1.0
1570144292.1995292,84205,1.0
1570144337.7170804,84246,1.0
1570144347.494058,84255,1.0
1570144532.1305199,84394,1.0
1570144552.0535119,84409,1.0
1570144583.5856647,84437,1.0
1570144621.111417,84475,1.0
1570144757.8790925,84601,1.0
1570144855.4268463,84686,1.0
1570144907.4060435,84740,1.0
1570144999.4742494,84818,1.0
1570145160.5083513,84960,1.0
1570145227.9510949,85020,1.0
1570145247.0400035,85036,1.0
1570145265.1718166,85052,1.0
1570145308.1811173,85089,1.0
1570145396.3339314,85147,1.0
1570145422.0164995,85169,1.0
1570145501.998497,85243,1.0
1570145536.4999468,85273,1.0
1570145582.2695231,85320,1.0
1570145783.4206364,85508,1.0
1570145818.3191257,85539,1.0
1570145854.2097144,85572,1.0
1570145921.4734402,85636,1.0
1570145961.3694296,85675,1.0
1570145971.0894012,85686,1.0
1570146043.542646,85749,1.0
1570146363.6736557,85985,1.0
1570146408.670155,86014,1.0
1570146497.6510522,86081,1.0
1570146800.8743715,86299,1.0
1570146811.031387,86308,1.0
